"metacell","cell_type","age"
157,"Mesenchyme",6.17948717948718
158,"Mesenchyme",6.32142857142857
159,"Mesenchyme",6.75862068965517
160,"Mesenchyme",6.58620689655172
161,"Mesenchyme",6.58620689655172
162,"Mesenchyme",6.38461538461539
163,"Mesenchyme",6.53846153846154
164,"Mesenchyme",6.54545454545455
165,"Mesenchyme",6.25
166,"Mesenchyme",6.46341463414634
167,"Mesenchyme",6.66666666666667
168,"Mesenchyme",6.58823529411765
169,"Mesenchyme",6.62068965517241
170,"Mesenchyme",6.54285714285714
171,"Mesenchyme",6.46428571428571
172,"Mesenchyme",6.66666666666667
173,"Mesenchyme",6.76923076923077
174,"Pharyngeal mesoderm",6.81481481481482
175,"Pharyngeal mesoderm",6.61904761904762
176,"Mesenchyme",6.59259259259259
177,"Mesenchyme",6.89473684210526
178,"Mesenchyme",6.83333333333333
179,"Mesenchyme",6.82142857142857
180,"Mesenchyme",6.875
181,"Mesenchyme",6.83333333333333
182,"Mesenchyme",6.88235294117647
183,"Mesenchyme",6.66666666666667
184,"Mesenchyme",6.66666666666667
185,"Mesenchyme",6.68
186,"Mesenchyme",6.94827586206897
187,"Mesenchyme",6.87179487179487
188,"Mesenchyme",6.93636363636364
189,"Mesenchyme",6.97777777777778
190,"Mesenchyme",6.86666666666667
191,"Mesenchyme",6.71428571428571
192,"Mesenchyme",6.79166666666667
193,"Mesenchyme",6.88888888888889
194,"Mesenchyme",6.60714285714286
195,"Mesenchyme",6.8125
196,"Mesenchyme",6.8421052631579
197,"Mesenchyme",6.66666666666667
198,"Mesenchyme",6.8936170212766
199,"Mesenchyme",6.91489361702128
200,"Mesenchyme",6.60869565217391
201,"Mesenchyme",6.93103448275862
202,"Mesenchyme",6.82352941176471
203,"Mesenchyme",5.46153846153846
204,"Mesenchyme",5.91891891891892
205,"Mesenchyme",6.04
206,"Mesenchyme",5.9672131147541
207,"Mesenchyme",5.92929292929293
208,"Mesenchyme",5.96396396396396
209,"Mesenchyme",6.53846153846154
210,"Mesenchyme",6.12068965517241
211,"Mesenchyme",6.21739130434783
212,"Mesenchyme",5.875
213,"Mesenchyme",6.06666666666667
214,"Mesenchyme",6.0952380952381
215,"Mesenchyme",6.33333333333333
216,"Mesenchyme",5.92307692307692
217,"Mesenchyme",6.16666666666667
218,"Mesenchyme",6.26923076923077
219,"Mesenchyme",6.12
220,"Mesenchyme",6.39285714285714
221,"Mesenchyme",5.87878787878788
222,"Mesenchyme",6.3
223,"Mesenchyme",5.96551724137931
224,"Mesenchyme",6.40625
225,"Mesenchyme",6.13725490196079
226,"Mesenchyme",6.26470588235294
227,"Mesenchyme",6.10714285714286
228,"Mesenchyme",6.1
229,"Pharyngeal mesoderm",5.65909090909091
230,"Pharyngeal mesoderm",5.31578947368421
231,"Pharyngeal mesoderm",5.5625
232,"Pharyngeal mesoderm",5.35555555555556
233,"Mesenchyme",6.1
234,"Mesenchyme",6
235,"Mesenchyme",5.92592592592593
236,"ExE mesoderm",5.73684210526316
237,"Pharyngeal mesoderm",5.77777777777778
238,"Mesenchyme",5.64516129032258
239,"Pharyngeal mesoderm",5.81481481481482
240,"Mesenchyme",5.27868852459016
241,"Mesenchyme",5.38888888888889
242,"Mesenchyme",5.44736842105263
243,"Mesenchyme",5.90909090909091
244,"Mesenchyme",5.67741935483871
245,"Mesenchyme",5.63333333333333
246,"Mesenchyme",5.68292682926829
247,"Mesenchyme",5.52272727272727
248,"Mesenchyme",5.47727272727273
249,"Mesenchyme",5.53846153846154
250,"Intermediate mesoderm",6.03703703703704
251,"Mesenchyme",5.89655172413793
252,"Pharyngeal mesoderm",6.0625
253,"Mesenchyme",5.89655172413793
254,"Mesenchyme",6.05263157894737
255,"Mesenchyme",6.02739726027397
256,"Mesenchyme",6
257,"Mesenchyme",5.82758620689655
258,"Mesenchyme",5.83333333333333
259,"Mesenchyme",5.70833333333333
260,"Mesenchyme",5.65625
261,"Mesenchyme",5.75675675675676
262,"Pharyngeal mesoderm",6.52941176470588
263,"Mesenchyme",6.2
264,"Mesenchyme",6
265,"Mesenchyme",6.07407407407407
266,"Mesenchyme",6.07142857142857
267,"Mesenchyme",5.84615384615385
268,"Mesenchyme",6.17391304347826
269,"Mesenchyme",6.12903225806452
270,"Mesenchyme",6.17241379310345
271,"Mesenchyme",6
272,"Mesenchyme",6.52173913043478
273,"Mesenchyme",6.70588235294118
274,"Mesenchyme",5.88888888888889
275,"Mesenchyme",6.34615384615385
276,"Mesenchyme",6.25925925925926
277,"Pharyngeal mesoderm",6.17857142857143
278,"Pharyngeal mesoderm",6.17241379310345
279,"Mesenchyme",6.22222222222222
280,"Pharyngeal mesoderm",6.44444444444445
281,"Pharyngeal mesoderm",6.6875
282,"Pharyngeal mesoderm",5.625
283,"Mesenchyme",6.39285714285714
284,"Pharyngeal mesoderm",6.37931034482759
285,"Pharyngeal mesoderm",6.47826086956522
286,"Mesenchyme",6.7037037037037
287,"Mesenchyme",6.70967741935484
288,"Mesenchyme",6.35294117647059
289,"Mesenchyme",6.44444444444445
290,"Mesenchyme",6.34782608695652
291,"Pharyngeal mesoderm",6.55172413793104
292,"Mesenchyme",6.21212121212121
293,"Mesenchyme",5.91489361702128
294,"Mesenchyme",6.31818181818182
295,"Mesenchyme",6.07894736842105
296,"Mesenchyme",5.98684210526316
297,"Mesenchyme",6.25925925925926
298,"Mesenchyme",6
299,"Mesenchyme",5.83870967741936
300,"Mesenchyme",6.24137931034483
301,"Mesenchyme",6.1
302,"Mesenchyme",6.13333333333333
303,"Mesenchyme",6.0625
304,"Mesenchyme",5.67567567567568
305,"Mesenchyme",5.79411764705882
306,"Mesenchyme",6.26666666666667
307,"Mesenchyme",6.21739130434783
308,"Mesenchyme",5.81818181818182
309,"Mesenchyme",5.6875
310,"Mesenchyme",5.6969696969697
311,"Mesenchyme",6.10714285714286
312,"Mesenchyme",6.125
313,"Mesenchyme",6.43333333333333
314,"Mesenchyme",6.1875
315,"Mesenchyme",6
316,"Nascent mesoderm",5.03448275862069
317,"Nascent mesoderm",5.275
318,"Nascent mesoderm",4.36842105263158
319,"Nascent mesoderm",4.77142857142857
320,"Nascent mesoderm",4.60606060606061
321,"Nascent mesoderm",4.47619047619048
322,"Nascent mesoderm",4.675
323,"Nascent mesoderm",4.31034482758621
324,"Nascent mesoderm",4.45238095238095
325,"Nascent mesoderm",4.66666666666667
326,"Ambiguous",6.01492537313433
327,"Def. endoderm",5.7906976744186
328,"Nascent mesoderm",5.5
329,"Nascent mesoderm",5.36363636363636
330,"Primitive Streak",4.80769230769231
331,"Nascent mesoderm",4.63333333333333
332,"Anterior Primitive Streak",5.27027027027027
333,"Anterior Primitive Streak",4.71428571428571
334,"Anterior Primitive Streak",4.86274509803922
335,"Anterior Primitive Streak",4.9375
336,"Anterior Primitive Streak",4.66666666666667
337,"Anterior Primitive Streak",4.80851063829787
338,"Anterior Primitive Streak",4.89583333333333
339,"Def. endoderm",4.87735849056604
340,"Anterior Primitive Streak",4.3469387755102
341,"Anterior Primitive Streak",4.71052631578947
342,"Anterior Primitive Streak",4.56862745098039
343,"Anterior Primitive Streak",4.72093023255814
344,"Anterior Primitive Streak",4.83333333333333
345,"Anterior Primitive Streak",5.09090909090909
346,"ExE endoderm",4.80555555555556
347,"Ambiguous",5.58571428571429
348,"Rostral neurectoderm",6.89855072463768
349,"Surface ectoderm",4.94
350,"PGC",5.46078431372549
351,"Primitive Streak",4.65137614678899
352,"Primitive Streak",4.95384615384615
353,"Primitive Streak",4.78125
354,"Primitive Streak",4.89655172413793
355,"Primitive Streak",4.66037735849057
356,"Primitive Streak",5.05263157894737
357,"Primitive Streak",4.86486486486487
358,"Primitive Streak",4.48
359,"Primitive Streak",4.89655172413793
360,"Primitive Streak",4.76315789473684
361,"Primitive Streak",4.55555555555556
362,"Primitive Streak",5.11111111111111
363,"Primitive Streak",5.125
364,"Primitive Streak",4.375
365,"Primitive Streak",4.35294117647059
366,"Primitive Streak",5.60975609756098
367,"Primitive Streak",4.95833333333333
368,"Primitive Streak",5.35483870967742
369,"Ambiguous",5.53061224489796
370,"Primitive Streak",4.81578947368421
371,"Anterior Primitive Streak",4.42857142857143
372,"Primitive Streak",5.03030303030303
373,"Primitive Streak",5.05882352941176
374,"Primitive Streak",4.75
375,"Primitive Streak",4.71875
376,"Primitive Streak",4.55
377,"Primitive Streak",4.5945945945946
378,"Primitive Streak",4.61290322580645
379,"Nascent mesoderm",4.62162162162162
380,"Primitive Streak",4.7
381,"Nascent mesoderm",4.64285714285714
382,"Primitive Streak",4.80555555555556
383,"Nascent mesoderm",4.83333333333333
384,"Nascent mesoderm",4.79310344827586
385,"Nascent mesoderm",4.30952380952381
386,"Anterior Primitive Streak",5.08108108108108
387,"Anterior Primitive Streak",4.71794871794872
388,"Nascent mesoderm",4.90909090909091
389,"Nascent mesoderm",4.89655172413793
390,"Nascent mesoderm",4.6
391,"Nascent mesoderm",4.65116279069768
392,"Nascent mesoderm",4.86486486486487
393,"Nascent mesoderm",4.85185185185185
394,"Nascent mesoderm",4.97142857142857
395,"Nascent mesoderm",4.85714285714286
396,"Nascent mesoderm",5.08333333333333
397,"Nascent mesoderm",5.3448275862069
398,"Nascent mesoderm",5.85
399,"Nascent mesoderm",5.35
400,"Nascent mesoderm",5.62857142857143
401,"Nascent mesoderm",5.36842105263158
402,"Nascent mesoderm",4.76470588235294
403,"Nascent mesoderm",5.84615384615385
404,"Nascent mesoderm",4.975
405,"Nascent mesoderm",5.35135135135135
406,"Nascent mesoderm",5.02702702702703
407,"Nascent mesoderm",5.84
408,"Nascent mesoderm",5.77142857142857
409,"Nascent mesoderm",5.725
410,"Nascent mesoderm",6.01785714285714
411,"Nascent mesoderm",5.91666666666667
412,"Intermediate mesoderm",5.83333333333333
413,"Nascent mesoderm",5.73387096774194
414,"Nascent mesoderm",5.82432432432433
415,"Nascent mesoderm",5.86666666666667
416,"Nascent mesoderm",5.77272727272727
417,"Nascent mesoderm",5.46428571428571
418,"Nascent mesoderm",5.38636363636364
419,"Nascent mesoderm",5.30555555555556
420,"Nascent mesoderm",5.48648648648649
421,"Nascent mesoderm",5.44827586206897
422,"Nascent mesoderm",5.37931034482759
423,"Nascent mesoderm",5.13333333333333
424,"Nascent mesoderm",5.56
425,"Nascent mesoderm",4.71428571428571
426,"Nascent mesoderm",5.13793103448276
427,"Nascent mesoderm",5.33333333333333
428,"Nascent mesoderm",5.31428571428571
429,"Nascent mesoderm",4.54166666666667
430,"Nascent mesoderm",4.6
431,"Nascent mesoderm",4.54838709677419
432,"Mixed mesoderm",4.64705882352941
433,"Mixed mesoderm",4.875
434,"Nascent mesoderm",4.97435897435897
435,"Nascent mesoderm",5.21212121212121
436,"Nascent mesoderm",4.94594594594595
437,"Nascent mesoderm",5
438,"Nascent mesoderm",5.16666666666667
439,"Nascent mesoderm",5.13888888888889
440,"Nascent mesoderm",5.41935483870968
441,"Nascent mesoderm",4.53846153846154
442,"Nascent mesoderm",5.4375
443,"Nascent mesoderm",4.6875
444,"Nascent mesoderm",5.12121212121212
445,"Nascent mesoderm",5.07692307692308
446,"Nascent mesoderm",4.68965517241379
447,"Nascent mesoderm",4.76666666666667
448,"Nascent mesoderm",4.8
449,"Nascent mesoderm",4.57692307692308
450,"Nascent mesoderm",4.83333333333333
451,"Nascent mesoderm",4.9375
452,"Nascent mesoderm",4.35294117647059
453,"Nascent mesoderm",4.67647058823529
454,"Nascent mesoderm",4.71794871794872
455,"Nascent mesoderm",4.66666666666667
456,"Nascent mesoderm",4.72727272727273
457,"Nascent mesoderm",4.82608695652174
458,"Nascent mesoderm",4.29268292682927
459,"Nascent mesoderm",4.82758620689655
460,"Nascent mesoderm",5.10526315789474
461,"Nascent mesoderm",5.26829268292683
462,"Nascent mesoderm",5.25
463,"Nascent mesoderm",4.61971830985916
464,"Nascent mesoderm",4.46428571428571
465,"PGC",5.06060606060606
466,"Nascent mesoderm",5.41025641025641
467,"Nascent mesoderm",4.85185185185185
468,"Nascent mesoderm",4.8125
469,"Nascent mesoderm",4.78571428571429
470,"Nascent mesoderm",4.89583333333333
471,"Nascent mesoderm",4.62790697674419
472,"Nascent mesoderm",5.33333333333333
473,"Nascent mesoderm",5.01785714285714
474,"Nascent mesoderm",4.94444444444445
475,"Nascent mesoderm",4.5
476,"Nascent mesoderm",4.60526315789474
477,"Nascent mesoderm",4.70454545454545
478,"Ambiguous",1.35714285714286
479,"Erythroid1",6.5
480,"Gut",5.43956043956044
481,"Gut",6.0625
482,"Gut",6.20634920634921
483,"Gut",6.14473684210526
484,"Gut",6.18292682926829
485,"Gut",6.203125
486,"Gut",5.88571428571429
487,"Gut",5.21428571428571
488,"Gut",5.24324324324324
489,"Gut",5.21621621621622
490,"Ambiguous",6.80357142857143
491,"Gut",6.95121951219512
492,"Gut",6.95238095238095
493,"Gut",6.22535211267606
494,"Gut",6.42857142857143
495,"Gut",6.49275362318841
496,"Gut",6.59322033898305
497,"Def. endoderm",6.61818181818182
498,"Gut",6.46835443037975
499,"Gut",6.75
500,"Gut",6.69491525423729
501,"Anterior Primitive Streak",5.14285714285714
502,"Gut",4.74545454545455
503,"Gut",4.48484848484848
504,"Anterior Primitive Streak",4.58064516129032
505,"Anterior Primitive Streak",4.64864864864865
506,"Anterior Primitive Streak",4.70769230769231
507,"Anterior Primitive Streak",4.77586206896552
508,"Anterior Primitive Streak",5.44736842105263
509,"Anterior Primitive Streak",5.15686274509804
510,"Gut",5.39285714285714
511,"Gut",5.55
512,"Gut",5.15789473684211
513,"Gut",5.22222222222222
514,"Gut",5.13114754098361
515,"Gut",5.24324324324324
516,"Gut",5.02702702702703
517,"Gut",4.89655172413793
518,"PGC",5.06122448979592
519,"Anterior Primitive Streak",5.66964285714286
520,"Def. endoderm",5.89166666666667
521,"Anterior Primitive Streak",4.36363636363636
522,"Anterior Primitive Streak",5.18867924528302
523,"Anterior Primitive Streak",4.79518072289157
524,"Anterior Primitive Streak",4.3728813559322
525,"Anterior Primitive Streak",4.50909090909091
526,"Anterior Primitive Streak",5.03921568627451
527,"Anterior Primitive Streak",4.69047619047619
528,"Anterior Primitive Streak",5
529,"Gut",5.96666666666667
530,"Gut",5.87323943661972
531,"Gut",5.73076923076923
532,"Gut",5.94545454545455
533,"Gut",6.16470588235294
534,"Gut",6.05555555555556
535,"Gut",6.25925925925926
536,"Gut",6.06
537,"Gut",5.77477477477478
538,"Gut",5.41558441558442
539,"Gut",5.84615384615385
540,"Gut",5.61818181818182
541,"Gut",5.63636363636364
542,"Gut",5.17857142857143
543,"Gut",5.33333333333333
544,"Gut",5.17391304347826
545,"Gut",5.64
546,"Gut",5.40298507462687
547,"Gut",5.225
548,"Gut",5.34285714285714
549,"Gut",5.65079365079365
550,"Gut",5.48888888888889
551,"Def. endoderm",6.06521739130435
552,"Gut",4.91666666666667
553,"Gut",4.51470588235294
554,"Gut",4.44230769230769
555,"Primitive Streak",4.70422535211268
556,"Epiblast",4.24324324324324
557,"Epiblast",4.56818181818182
558,"Primitive Streak",4.49152542372881
559,"Epiblast",4.50943396226415
560,"Epiblast",4.1304347826087
561,"Epiblast",5.8
562,"Rostral neurectoderm",6.46296296296296
563,"Epiblast",6.11428571428571
564,"Epiblast",5.41666666666667
565,"Epiblast",5.7741935483871
566,"Epiblast",5.31428571428571
567,"Epiblast",5.32258064516129
568,"Epiblast",6.08510638297872
569,"Epiblast",6
570,"Epiblast",6.22727272727273
571,"Epiblast",6
572,"Primitive Streak",4.48484848484848
573,"Primitive Streak",4.60714285714286
574,"Primitive Streak",5.11111111111111
575,"Primitive Streak",4.51851851851852
576,"Primitive Streak",4.82142857142857
577,"Primitive Streak",4.40625
578,"Primitive Streak",4.85185185185185
579,"Primitive Streak",4.62962962962963
580,"Primitive Streak",4.58823529411765
581,"Primitive Streak",4.55555555555556
582,"Primitive Streak",4.64
583,"Primitive Streak",4.66666666666667
584,"Primitive Streak",5.16
585,"Primitive Streak",5.36363636363636
586,"Epiblast",5.16666666666667
587,"Epiblast",4.69230769230769
588,"Primitive Streak",4.62962962962963
589,"Epiblast",4.69230769230769
590,"Primitive Streak",4.63157894736842
591,"Primitive Streak",4.52272727272727
592,"Primitive Streak",4.82352941176471
593,"Primitive Streak",4.75862068965517
594,"Primitive Streak",4.59259259259259
595,"Primitive Streak",4.36363636363636
596,"Primitive Streak",4.25
597,"Primitive Streak",4.48148148148148
598,"Primitive Streak",5
599,"Primitive Streak",5.27586206896552
600,"Primitive Streak",5.11764705882353
601,"Primitive Streak",5.1875
602,"Primitive Streak",5.11864406779661
603,"Primitive Streak",5.46875
604,"Primitive Streak",5.625
605,"Primitive Streak",4.86666666666667
606,"Primitive Streak",4.92682926829268
607,"Primitive Streak",4.57142857142857
608,"Primitive Streak",4.58823529411765
609,"Primitive Streak",4.61904761904762
610,"Primitive Streak",5
611,"Primitive Streak",4.67741935483871
612,"Primitive Streak",4.79310344827586
613,"Primitive Streak",4.59259259259259
614,"Primitive Streak",4.73076923076923
615,"Primitive Streak",4.53333333333333
616,"Primitive Streak",4.69767441860465
617,"Primitive Streak",4.58823529411765
618,"Primitive Streak",4.61538461538462
619,"Primitive Streak",4.45
620,"Epiblast",4.96551724137931
621,"Epiblast",5.41379310344828
622,"Epiblast",5.17142857142857
623,"Epiblast",4.73076923076923
624,"Epiblast",4.78947368421053
625,"Epiblast",4.57692307692308
626,"Epiblast",4.3448275862069
627,"Epiblast",4.0625
628,"Epiblast",4.22222222222222
629,"Epiblast",4.45161290322581
630,"Epiblast",4.82142857142857
631,"Epiblast",4.46666666666667
632,"Epiblast",4.2
633,"Epiblast",4.48571428571429
634,"Epiblast",4.59090909090909
635,"Epiblast",4.8
636,"Epiblast",4.84
637,"Epiblast",4.79310344827586
638,"Epiblast",4.61290322580645
639,"Epiblast",4.41666666666667
640,"Epiblast",4.33333333333333
641,"Primitive Streak",4.48387096774194
642,"Epiblast",4.29411764705882
643,"Epiblast",4.36363636363636
644,"Epiblast",4.63333333333333
645,"Epiblast",4.42857142857143
646,"Epiblast",4.51515151515152
647,"Epiblast",4.34782608695652
648,"Epiblast",4.14705882352941
649,"Epiblast",4.2
650,"Epiblast",4.4390243902439
651,"Epiblast",4.12
652,"Epiblast",4.67857142857143
653,"Epiblast",4.83333333333333
654,"Epiblast",4.21212121212121
655,"Epiblast",4.48888888888889
656,"Epiblast",4.3448275862069
657,"Epiblast",4.51851851851852
658,"Epiblast",4.375
659,"Epiblast",4.4390243902439
660,"Epiblast",4.7
661,"Epiblast",4.91803278688525
662,"Epiblast",5.21951219512195
663,"Primitive Streak",4.57142857142857
664,"Epiblast",4.56666666666667
665,"Primitive Streak",4.52777777777778
666,"Primitive Streak",4.62068965517241
667,"Epiblast",4.42307692307692
668,"Primitive Streak",4.42424242424242
669,"Epiblast",4.57142857142857
670,"Epiblast",4.21428571428571
671,"Epiblast",4.375
672,"Epiblast",4.40540540540541
673,"Epiblast",4.48275862068966
674,"Epiblast",4.53333333333333
675,"Epiblast",4.16129032258065
676,"Epiblast",4.5
677,"Primitive Streak",4.62068965517241
678,"Epiblast",3.94117647058824
679,"Epiblast",4.15384615384615
680,"Epiblast",4.17857142857143
681,"Epiblast",4.09090909090909
682,"Epiblast",4.41379310344828
683,"Epiblast",4.04347826086957
684,"Epiblast",4.07692307692308
685,"Epiblast",4.3448275862069
686,"Epiblast",4.15151515151515
687,"Epiblast",3.92592592592593
688,"Epiblast",4.5
689,"Epiblast",3.93548387096774
690,"Epiblast",4.21875
691,"Epiblast",4.34615384615385
692,"Epiblast",4.39473684210526
693,"Epiblast",4.58064516129032
694,"Epiblast",4.75
695,"Epiblast",4.14814814814815
696,"Epiblast",4.41935483870968
697,"Epiblast",4.31034482758621
698,"Epiblast",4.58333333333333
699,"Epiblast",4.51612903225807
700,"Epiblast",4.20588235294118
701,"Epiblast",4.96428571428571
702,"Epiblast",4.31034482758621
703,"Epiblast",4.40625
704,"Epiblast",4.125
705,"Epiblast",4.16129032258065
706,"Epiblast",4.24242424242424
707,"Epiblast",4.28
708,"Epiblast",4.25
709,"Epiblast",4.10714285714286
710,"Epiblast",4.2258064516129
711,"Epiblast",4.19354838709677
712,"Epiblast",4.26470588235294
713,"Epiblast",4.22222222222222
714,"Epiblast",4.43333333333333
715,"Epiblast",4.41176470588235
716,"Epiblast",4.19047619047619
717,"Epiblast",4.41304347826087
718,"Epiblast",5
719,"Epiblast",4.5406976744186
720,"Epiblast",4.50819672131148
721,"ESC",0.0851063829787234
722,"ESC",0.146341463414634
723,"ESC",0.0851063829787234
724,"ESC",0
725,"ESC",0
726,"ESC",0
727,"ESC",0
728,"ESC",0.181818181818182
729,"ESC",0
730,"ESC",0.0784313725490196
731,"ESC",0
732,"ESC",0
733,"ESC",0.0222222222222222
734,"ESC",0
735,"ESC",0.170731707317073
736,"ESC",0
737,"ESC",0
738,"ESC",0
739,"ESC",0
740,"ESC",0
741,"ESC",0
742,"ESC",0
743,"ESC",0
744,"ESC",0
745,"ESC",0
746,"ESC",0
747,"ESC",0
748,"ESC",0
749,"ESC",0
750,"ESC",0
751,"ESC",0
752,"ESC",0
753,"ESC",0
754,"ESC",0
755,"ESC",0
756,"ESC",0
757,"ESC",0
758,"ESC",0.142857142857143
759,"ESC",0
760,"ESC",0
