"metacell","cell_type","age"
195,"Pharyngeal mesoderm",5.8
196,"Pharyngeal mesoderm",5.91666666666667
197,"Mesenchyme",5.81818181818182
198,"Mesenchyme",5.88888888888889
199,"Mesenchyme",5.80769230769231
200,"Mesenchyme",6.03703703703704
201,"Pharyngeal mesoderm",5.43243243243243
202,"Pharyngeal mesoderm",5.72549019607843
203,"Pharyngeal mesoderm",5.58620689655172
204,"Pharyngeal mesoderm",5.8
205,"Pharyngeal mesoderm",5.94
206,"Pharyngeal mesoderm",5.72727272727273
207,"Pharyngeal mesoderm",6
208,"Pharyngeal mesoderm",5.98461538461539
209,"Pharyngeal mesoderm",6.08888888888889
210,"Pharyngeal mesoderm",6.06666666666667
211,"Pharyngeal mesoderm",6.15625
212,"Pharyngeal mesoderm",6.25581395348837
213,"Pharyngeal mesoderm",6
214,"Pharyngeal mesoderm",6.03333333333333
215,"Pharyngeal mesoderm",6.03448275862069
216,"Pharyngeal mesoderm",6.22222222222222
217,"Pharyngeal mesoderm",6
218,"Pharyngeal mesoderm",5.90476190476191
219,"Nascent mesoderm",4.82352941176471
220,"Nascent mesoderm",5.05084745762712
221,"Nascent mesoderm",4.56666666666667
222,"Nascent mesoderm",4.95698924731183
223,"Nascent mesoderm",4.77272727272727
224,"Nascent mesoderm",4.72413793103448
225,"Nascent mesoderm",4.92647058823529
226,"Nascent mesoderm",4.35
227,"Nascent mesoderm",4.55
228,"Nascent mesoderm",5.08823529411765
229,"Nascent mesoderm",4.85
230,"Nascent mesoderm",4.96296296296296
231,"Nascent mesoderm",4.96666666666667
232,"Nascent mesoderm",4.94444444444445
233,"Nascent mesoderm",5
234,"Nascent mesoderm",4.90243902439024
235,"Nascent mesoderm",4.82758620689655
236,"Nascent mesoderm",4.10526315789474
237,"Nascent mesoderm",4.25
238,"Nascent mesoderm",4.26666666666667
239,"Nascent mesoderm",4.05882352941176
240,"Nascent mesoderm",4.25757575757576
241,"Nascent mesoderm",4.2156862745098
242,"Nascent mesoderm",4.25641025641026
243,"Nascent mesoderm",4.21951219512195
244,"Nascent mesoderm",4.26470588235294
245,"Nascent mesoderm",4.3448275862069
246,"Mixed mesoderm",4.93333333333333
247,"Pharyngeal mesoderm",5
248,"Mixed mesoderm",4.88571428571429
249,"Mixed mesoderm",4.88235294117647
250,"Nascent mesoderm",4.83333333333333
251,"Mixed mesoderm",4.625
252,"Nascent mesoderm",4.88461538461539
253,"Mixed mesoderm",4.96666666666667
254,"Mixed mesoderm",5.12121212121212
255,"Mixed mesoderm",5.225
256,"Mesenchyme",5.19230769230769
257,"Mesenchyme",5.21276595744681
258,"Mixed mesoderm",5.10169491525424
259,"Mixed mesoderm",5.56818181818182
260,"Mixed mesoderm",5.27272727272727
261,"Mesenchyme",5.33333333333333
262,"Mixed mesoderm",5.32258064516129
263,"Mesenchyme",5.07692307692308
264,"Nascent mesoderm",4.23076923076923
265,"Nascent mesoderm",4.53571428571429
266,"Nascent mesoderm",4.47058823529412
267,"Nascent mesoderm",4.45945945945946
268,"Nascent mesoderm",4.54838709677419
269,"Nascent mesoderm",4.85185185185185
270,"Nascent mesoderm",5.04166666666667
271,"Nascent mesoderm",4.39285714285714
272,"Nascent mesoderm",4.17021276595745
273,"Nascent mesoderm",4.24074074074074
274,"Nascent mesoderm",4.37837837837838
275,"Nascent mesoderm",4.79166666666667
276,"Nascent mesoderm",4.88235294117647
277,"Nascent mesoderm",4.86111111111111
278,"Nascent mesoderm",4.23255813953488
279,"Nascent mesoderm",4.25925925925926
280,"Nascent mesoderm",5.21212121212121
281,"Nascent mesoderm",5.35483870967742
282,"Nascent mesoderm",5.31147540983607
283,"Nascent mesoderm",5.29032258064516
284,"Nascent mesoderm",4.96153846153846
285,"Nascent mesoderm",5.13793103448276
286,"Paraxial mesoderm",5.84146341463415
287,"Pharyngeal mesoderm",5.76271186440678
288,"Mixed mesoderm",5.25
289,"Mixed mesoderm",5.51219512195122
290,"Mixed mesoderm",5.34782608695652
291,"Intermediate mesoderm",5.54545454545455
292,"Nascent mesoderm",4.41304347826087
293,"Nascent mesoderm",4.76923076923077
294,"Nascent mesoderm",4.84745762711864
295,"Anterior Primitive Streak",4.29787234042553
296,"Anterior Primitive Streak",4.51612903225807
297,"Primitive Streak",4.88372093023256
298,"Nascent mesoderm",4.9344262295082
299,"Nascent mesoderm",4.73809523809524
300,"Rostral neurectoderm",5.91044776119403
301,"Primitive Streak",4.18
302,"Primitive Streak",4.1969696969697
303,"Primitive Streak",4.5952380952381
304,"Nascent mesoderm",4.97222222222222
305,"Nascent mesoderm",4.41935483870968
306,"Nascent mesoderm",4.86956521739131
307,"Primitive Streak",4.46031746031746
308,"Primitive Streak",4.94444444444445
309,"Nascent mesoderm",4.91666666666667
310,"Primitive Streak",4.31645569620253
311,"Primitive Streak",4.5
312,"Primitive Streak",4.74285714285714
313,"ExE endoderm",3.83333333333333
314,"PGC",6.48979591836735
315,"Erythroid1",6.88235294117647
316,"Erythroid1",6.59701492537313
317,"Erythroid1",6.28813559322034
318,"Gut",5.41818181818182
319,"Gut",5.23076923076923
320,"Gut",5.73170731707317
321,"Gut",5.17543859649123
322,"Gut",5.15
323,"Gut",5.49315068493151
324,"Gut",6.01282051282051
325,"Gut",6.71428571428571
326,"Gut",6.22388059701493
327,"Def. endoderm",6.26315789473684
328,"Def. endoderm",5.609375
329,"Gut",5.35714285714286
330,"Gut",5.60714285714286
331,"Gut",6.2089552238806
332,"Gut",5.88461538461539
333,"Gut",5.9375
334,"Gut",5.15151515151515
335,"Gut",5.18518518518519
336,"Gut",5.3265306122449
337,"Gut",5.27272727272727
338,"Gut",5.06382978723404
339,"Gut",4.51515151515152
340,"Gut",5.1219512195122
341,"Gut",4.77319587628866
342,"Gut",4.86486486486487
343,"Gut",4.51851851851852
344,"Gut",4.80851063829787
345,"Ambiguous",4.71559633027523
346,"Anterior Primitive Streak",5
347,"Anterior Primitive Streak",4.47058823529412
348,"Anterior Primitive Streak",4.51851851851852
349,"Def. endoderm",5.47422680412371
350,"Anterior Primitive Streak",4.46153846153846
351,"Anterior Primitive Streak",4.94642857142857
352,"Epiblast",3.39285714285714
353,"Epiblast",3.57142857142857
354,"Epiblast",3.66666666666667
355,"Epiblast",3.54838709677419
356,"Epiblast",3.5
357,"Epiblast",3.42424242424242
358,"Epiblast",3.65217391304348
359,"Epiblast",3.61290322580645
360,"Epiblast",3.8
361,"Epiblast",3.6875
362,"Epiblast",3.62857142857143
363,"Epiblast",3.66666666666667
364,"Epiblast",4.125
365,"Epiblast",4.15789473684211
366,"Epiblast",3.85714285714286
367,"Epiblast",4
368,"Epiblast",3.92857142857143
369,"Epiblast",4.5
370,"Epiblast",4.06896551724138
371,"Epiblast",4.20689655172414
372,"Primitive Streak",4.16
373,"Epiblast",4.03448275862069
374,"Epiblast",4.08823529411765
375,"Epiblast",4.04
376,"Epiblast",4.06451612903226
377,"Epiblast",4.0625
378,"Epiblast",3.96428571428571
379,"Epiblast",4.07894736842105
380,"Epiblast",4.07692307692308
381,"Epiblast",3.94285714285714
382,"Epiblast",4.11111111111111
383,"Epiblast",4
384,"Epiblast",4.09375
385,"Epiblast",4.17647058823529
386,"Epiblast",4.15151515151515
387,"Epiblast",4.12903225806452
388,"Epiblast",4.21428571428571
389,"Epiblast",4.06666666666667
390,"Epiblast",4.06666666666667
391,"Epiblast",4.03448275862069
392,"Primitive Streak",4.075
393,"Epiblast",4.14285714285714
394,"Epiblast",4.24
395,"Epiblast",4.21428571428571
396,"Primitive Streak",4.25
397,"Epiblast",4.0625
398,"Primitive Streak",4.07407407407407
399,"Epiblast",4.16129032258065
400,"Epiblast",4.13888888888889
401,"Epiblast",3.97058823529412
402,"Epiblast",3.83870967741936
403,"Epiblast",3.94285714285714
404,"Epiblast",4.17857142857143
405,"Epiblast",4.14285714285714
406,"Epiblast",3.8125
407,"Epiblast",4
408,"Epiblast",4.19230769230769
409,"Epiblast",3.96774193548387
410,"Epiblast",4.10344827586207
411,"Epiblast",4.09375
412,"Epiblast",3.96428571428571
413,"Epiblast",4.22222222222222
414,"Epiblast",3.94117647058824
415,"Epiblast",4
416,"Epiblast",3.875
417,"Epiblast",4
418,"Epiblast",4
419,"Epiblast",4.19354838709677
420,"Primitive Streak",4.66666666666667
421,"Epiblast",4.03389830508475
422,"Primitive Streak",4.15625
423,"Epiblast",4.06666666666667
424,"Epiblast",4.12903225806452
425,"Primitive Streak",4.24137931034483
426,"Epiblast",4.16666666666667
427,"Epiblast",4.23333333333333
428,"Primitive Streak",4.2962962962963
429,"Epiblast",4.4375
430,"Epiblast",4.625
431,"Epiblast",4.5
432,"Epiblast",4.17241379310345
433,"Primitive Streak",4.25714285714286
434,"Primitive Streak",4.21428571428571
435,"Primitive Streak",4.13636363636364
436,"Primitive Streak",4.09090909090909
437,"Primitive Streak",4.0625
438,"Primitive Streak",4.14814814814815
439,"Primitive Streak",4.42307692307692
440,"Primitive Streak",4.60606060606061
441,"Primitive Streak",4.58064516129032
442,"Primitive Streak",4.51612903225807
443,"Primitive Streak",4.2962962962963
444,"Primitive Streak",4.21276595744681
445,"Primitive Streak",4.03571428571429
446,"Primitive Streak",4.32142857142857
447,"Primitive Streak",4.25806451612903
448,"Primitive Streak",4.2972972972973
449,"Primitive Streak",4.12903225806452
450,"Primitive Streak",4.29032258064516
451,"Primitive Streak",4.15151515151515
452,"Primitive Streak",4.63414634146341
453,"Primitive Streak",4.11538461538462
454,"Primitive Streak",4.14285714285714
455,"Primitive Streak",4.14285714285714
456,"Primitive Streak",4.5
457,"Primitive Streak",4.42222222222222
458,"Primitive Streak",4.35714285714286
459,"Primitive Streak",4.71428571428571
460,"Primitive Streak",4.5945945945946
461,"Primitive Streak",4.16279069767442
462,"Primitive Streak",4.51515151515152
463,"Primitive Streak",4.54838709677419
464,"Primitive Streak",4.37931034482759
465,"Primitive Streak",4.225
466,"Primitive Streak",4.54054054054054
467,"Epiblast",4.53448275862069
468,"Primitive Streak",4.65771812080537
469,"Ambiguous",5.41666666666667
470,"Epiblast",4.20338983050848
471,"Epiblast",5.57142857142857
472,"Primitive Streak",4.2
473,"Epiblast",4.3
474,"Epiblast",4.55882352941176
475,"Epiblast",4.83333333333333
476,"Epiblast",2.66666666666667
477,"Epiblast",3.36363636363636
478,"Epiblast",3.18518518518519
479,"Epiblast",2.46666666666667
480,"Epiblast",2.47222222222222
481,"Epiblast",2.5
482,"Epiblast",2.25641025641026
483,"Epiblast",2.13888888888889
484,"Epiblast",2.54761904761905
485,"Epiblast",2.72222222222222
486,"Epiblast",3
487,"Epiblast",3.09090909090909
488,"Epiblast",3.06451612903226
489,"Epiblast",2.64516129032258
490,"Epiblast",2.53571428571429
491,"Epiblast",2.51282051282051
492,"Epiblast",2.41176470588235
493,"Epiblast",2.57142857142857
494,"Epiblast",3
495,"Epiblast",2.89285714285714
496,"Epiblast",2.52173913043478
497,"Epiblast",2.92
498,"Epiblast",2.47058823529412
499,"Epiblast",2.275
500,"Epiblast",2.23076923076923
501,"Epiblast",2.09722222222222
502,"Epiblast",2
503,"Epiblast",2.31428571428571
504,"Epiblast",2.54285714285714
505,"Epiblast",3.60606060606061
506,"Epiblast",3.53125
507,"Epiblast",3.68571428571429
508,"Epiblast",2.7037037037037
509,"Epiblast",2.76315789473684
510,"Epiblast",2.76190476190476
511,"Epiblast",2.97058823529412
512,"Epiblast",2.79487179487179
513,"Epiblast",2.77777777777778
514,"Epiblast",2.82352941176471
515,"Epiblast",2.61111111111111
516,"Epiblast",2.45238095238095
517,"Epiblast",2.44186046511628
518,"Epiblast",2.51219512195122
519,"Epiblast",2.6
520,"Epiblast",2.75
521,"Epiblast",4.28571428571429
522,"Epiblast",4.27906976744186
523,"Epiblast",4.22222222222222
524,"Epiblast",4.15625
525,"Epiblast",4.125
526,"Epiblast",3.0625
527,"Epiblast",3.32
528,"Epiblast",2.8125
529,"Epiblast",2.61764705882353
530,"Epiblast",3
531,"Epiblast",3.08333333333333
532,"Epiblast",2.80645161290323
533,"Epiblast",3
534,"Epiblast",2.94117647058824
535,"Epiblast",3.35135135135135
536,"Epiblast",2.90625
537,"Epiblast",2.89655172413793
538,"Epiblast",3.02439024390244
539,"Epiblast",2.69230769230769
540,"Epiblast",2.53333333333333
541,"Epiblast",3.20689655172414
542,"Epiblast",2.86666666666667
543,"Epiblast",2.85365853658537
544,"Epiblast",3.02941176470588
545,"Epiblast",2.80701754385965
546,"Epiblast",2.88461538461538
547,"Epiblast",2.93103448275862
548,"Epiblast",2.94736842105263
549,"Epiblast",2.75862068965517
550,"Epiblast",2.73170731707317
551,"Epiblast",2.82352941176471
552,"Epiblast",2.8
553,"Epiblast",3.26923076923077
554,"Epiblast",2.7037037037037
555,"Epiblast",2.7741935483871
556,"Epiblast",3.22222222222222
557,"Epiblast",2.92592592592593
558,"Epiblast",3.19047619047619
559,"Epiblast",3.24242424242424
560,"Epiblast",3.26666666666667
561,"Epiblast",2.82352941176471
562,"Epiblast",3.5
563,"Epiblast",3.03448275862069
564,"Epiblast",3.42424242424242
565,"Epiblast",3.03571428571429
566,"Epiblast",3.29032258064516
567,"Epiblast",3.03448275862069
568,"Epiblast",3.28205128205128
569,"Epiblast",3.21951219512195
570,"Epiblast",3.64285714285714
571,"Epiblast",3.63636363636364
572,"Epiblast",3.0952380952381
573,"Epiblast",2.95833333333333
574,"Epiblast",2.78125
575,"Epiblast",3.09302325581395
576,"Epiblast",3.40740740740741
577,"Epiblast",3.31034482758621
578,"Epiblast",3.10714285714286
579,"Epiblast",3.21875
580,"Epiblast",3.275
581,"Epiblast",3.5
582,"Epiblast",3.44827586206897
583,"Epiblast",2.9375
584,"Epiblast",3.11764705882353
585,"Epiblast",2.75862068965517
586,"Epiblast",3.10526315789474
587,"Epiblast",2.92592592592593
588,"Epiblast",3.08333333333333
589,"Epiblast",2.86666666666667
590,"Epiblast",3.94285714285714
591,"Epiblast",4
592,"Epiblast",3.80769230769231
593,"Epiblast",3.51724137931035
594,"Epiblast",4.0625
595,"Epiblast",3.66666666666667
596,"Epiblast",3.83333333333333
597,"Epiblast",3.69230769230769
598,"Epiblast",3.5
599,"Epiblast",3.41935483870968
600,"Epiblast",4.05714285714286
601,"Epiblast",4.05405405405405
602,"Epiblast",3.88888888888889
603,"Epiblast",3.97959183673469
604,"Epiblast",3.5
605,"Epiblast",3.58064516129032
606,"Epiblast",3.45945945945946
607,"Epiblast",3.41379310344828
608,"Epiblast",3.41666666666667
609,"Epiblast",4.58441558441558
610,"Epiblast",4.53846153846154
611,"Epiblast",2
612,"Epiblast",2.25925925925926
613,"Epiblast",2.2972972972973
614,"Epiblast",2.42857142857143
615,"Epiblast",2.1219512195122
616,"Epiblast",2.16666666666667
617,"Epiblast",2.11111111111111
618,"Epiblast",2.71875
619,"Epiblast",2.26923076923077
620,"Epiblast",2.20454545454545
621,"Epiblast",2.20512820512821
622,"Epiblast",2.7027027027027
623,"Epiblast",2.29032258064516
624,"Epiblast",2.4
625,"Epiblast",2.64285714285714
626,"Epiblast",2.39285714285714
627,"Epiblast",2.28571428571429
628,"Epiblast",2.11627906976744
629,"Epiblast",2.2
630,"Epiblast",2
631,"Epiblast",2.03571428571429
632,"Epiblast",2.5
633,"Epiblast",2.38095238095238
634,"Epiblast",2.6
635,"Epiblast",3.03571428571429
636,"Epiblast",2.09677419354839
637,"Epiblast",2.25925925925926
638,"Epiblast",1.77777777777778
639,"Epiblast",1.83333333333333
640,"Epiblast",2
641,"Epiblast",2.06896551724138
642,"Epiblast",1.76923076923077
643,"Epiblast",2.08
644,"Epiblast",2.03846153846154
645,"Epiblast",1.90909090909091
646,"Epiblast",2.0952380952381
647,"Epiblast",1.53125
648,"Epiblast",1.33333333333333
649,"Epiblast",1.44117647058824
650,"Epiblast",1.33333333333333
651,"Epiblast",1.47826086956522
652,"Epiblast",1.41176470588235
653,"Epiblast",1.2972972972973
654,"Epiblast",1.22222222222222
655,"Epiblast",1.5
656,"Epiblast",1.62857142857143
657,"Epiblast",1.51612903225806
658,"Epiblast",1.48387096774194
659,"Epiblast",1.65217391304348
660,"Epiblast",1.21621621621622
661,"Epiblast",1.06521739130435
662,"Epiblast",1.13846153846154
663,"Epiblast",1.32352941176471
664,"Epiblast",2.07407407407407
665,"Epiblast",1.38888888888889
666,"Epiblast",1.85185185185185
667,"Epiblast",2.06666666666667
668,"Epiblast",1.65384615384615
669,"Epiblast",1.73333333333333
670,"Epiblast",1.5952380952381
671,"Epiblast",1.31034482758621
672,"Epiblast",1.525
673,"Epiblast",1.39473684210526
674,"Epiblast",1.91489361702128
675,"Epiblast",2
676,"Epiblast",3.55
677,"Epiblast",2.90697674418605
678,"Epiblast",2.75675675675676
679,"Epiblast",2.225
680,"Epiblast",2.45161290322581
681,"Epiblast",2.22727272727273
682,"Epiblast",2.04761904761905
683,"Epiblast",2.04166666666667
684,"Epiblast",1.96774193548387
685,"Epiblast",2.44
686,"Epiblast",1.47826086956522
687,"Epiblast",1.96774193548387
688,"Epiblast",1.74193548387097
689,"Epiblast",1.72
690,"Epiblast",1.625
691,"Epiblast",1.46875
692,"Epiblast",1.93333333333333
693,"Epiblast",1.90909090909091
694,"Epiblast",1.44262295081967
695,"Zscan4d+ESC",2.20833333333333
696,"Epiblast",1.1
697,"Epiblast",1.13333333333333
698,"Epiblast",1.04761904761905
699,"Epiblast",1.05405405405405
700,"Epiblast",1.05714285714286
701,"Epiblast",1.1875
702,"Epiblast",1.09375
703,"Epiblast",1.06060606060606
704,"Epiblast",1.13888888888889
705,"Epiblast",1.03846153846154
706,"Epiblast",1.16666666666667
707,"Epiblast",1.07317073170732
708,"Epiblast",1.13636363636364
709,"Epiblast",1.04761904761905
710,"Epiblast",1
711,"Epiblast",1.05263157894737
712,"Epiblast",1.20512820512821
713,"Epiblast",1.21276595744681
714,"Epiblast",1.23529411764706
715,"Epiblast",1.03125
716,"Epiblast",1.125
717,"Epiblast",1.075
718,"Epiblast",1.18604651162791
719,"Epiblast",1.32
720,"Epiblast",1.17647058823529
721,"Epiblast",1.17777777777778
722,"Epiblast",1.11111111111111
723,"Epiblast",1.90277777777778
724,"Epiblast",1.21052631578947
725,"Epiblast",1.45454545454545
726,"Epiblast",1.28571428571429
727,"Epiblast",1.24
728,"Epiblast",1.27272727272727
729,"Epiblast",1.18918918918919
730,"Epiblast",1.06976744186047
731,"Epiblast",1.17777777777778
732,"Epiblast",1.24590163934426
733,"ESC",0
734,"ESC",0
735,"ESC",0
736,"ESC",0
737,"ESC",0
738,"ESC",0
739,"ESC",0
740,"ESC",0
741,"ESC",0
742,"ESC",0
743,"ESC",0.0277777777777778
744,"ESC",0
745,"ESC",0.0153846153846154
746,"ESC",0
747,"ESC",0
748,"ESC",0
749,"ESC",0
750,"ESC",0.111111111111111
751,"ESC",0
752,"ESC",0.025
753,"ESC",0
754,"ESC",0
755,"ESC",0
756,"ESC",0
757,"ESC",0
758,"ESC",0
759,"ESC",0
760,"ESC",0
761,"ESC",0
762,"ESC",0
763,"ESC",0
764,"ESC",0
765,"ESC",0
766,"ESC",0
767,"ESC",0
768,"ESC",0
769,"Epiblast",0.125
770,"ESC",0.03125
771,"ESC",0.037037037037037
772,"ESC",0
773,"ESC",0.0181818181818182
774,"ESC",0
775,"ESC",0
776,"ESC",0
777,"ESC",0.0344827586206897
778,"Zscan4d+ESC",0.120481927710843
779,"ESC",0
780,"ESC",0
781,"ESC",0
782,"ESC",0
783,"ESC",0
784,"ESC",0
785,"ESC",0
786,"ESC",0
787,"ESC",0
788,"ESC",0
789,"ESC",0
790,"ESC",0
791,"ESC",0
792,"ESC",0
793,"ESC",0
794,"ESC",0
795,"ESC",0
796,"ESC",0
797,"ESC",0
798,"ESC",0.00628930817610063
799,"ESC",0
800,"ESC",0
801,"Dppa3+",4.55855855855856
802,"Dppa3+",4.44897959183673
803,"Dppa3+",4.57943925233645
804,"Dppa3+",4.93793103448276
805,"Zscan4d+ESC",3.07843137254902
806,"Zscan4d+ESC",1.2421875
